Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
motarro-sketch-pad-mp128-3,Motarro Sketch Pad MP128-3,"<p>Motarro Sketch Pad MP128-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393313838,6926393313838,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-mu031-14,Motarro Adhesive Labels MU031-14,"<p>Motarro Adhesive Labels MU031-14 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393310820,6926393310820,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-mu287-6,Motarro Adhesive Labels MU287-6,"<p>Motarro Adhesive Labels MU287-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393372880,6926393372880,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-mu287-8,Motarro Adhesive Labels MU287-8,"<p>Motarro Adhesive Labels MU287-8 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393372903,6926393372903,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-mu287-9,Motarro Adhesive Labels MU287-9,"<p>Motarro Adhesive Labels MU287-9 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393372910,6926393372910,200,,deny,manual,0,TRUE,TRUE,draft
motarro-document-book-cf-43360,Motarro Document Book CF-43360,"<p>Motarro Document Book CF-43360 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Notebooks & Books,"Notebooks & Books, Folder, Motarro, needs-price",FALSE,Title,Default Title,6956244831143,6956244831143,200,,deny,manual,0,TRUE,TRUE,draft
motarro-document-bag-fc-myd016-1,Motarro Document Bag Fc MYD016-1,"<p>Motarro Document Bag Fc MYD016-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393375959,6926393375959,200,,deny,manual,0,TRUE,TRUE,draft
motarro-file-folder-mq025,Motarro File Folder MQ025,"<p>Motarro File Folder MQ025 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393307035,6926393307035,200,,deny,manual,0,TRUE,TRUE,draft
motarro-cover-folder-mq013-8,Motarro Cover Folder MQ013-8,"<p>Motarro Cover Folder MQ013-8 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393400606,6926393400606,200,,deny,manual,0,TRUE,TRUE,draft
motarro-cover-folder-mq014-1,Motarro Cover Folder MQ014-1,"<p>Motarro Cover Folder MQ014-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393306793,6926393306793,200,,deny,manual,0,TRUE,TRUE,draft
motarro-air-clay-1x36-me400-3,Motarro Air Clay 1X36 ME400-3,"<p>Motarro Air Clay 1X36 ME400-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393365233,6926393365233,200,,deny,manual,0,TRUE,TRUE,draft
neon-spiral-notebook-a5-10mm-square,Neon Spiral Notebook A5 10MM Square,"<p>Neon Spiral Notebook A5 10MM Square by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019591359,6291019591359,200,,deny,manual,4.2,TRUE,TRUE,active
hard-cover-spiral-notebook-9x7-blue,Hard Cover Spiral Notebook 9X7 Blue,"<p>Hard Cover Spiral Notebook 9X7 Blue by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,FSMN9X72QSB,FSMN9X72QSB,200,,deny,manual,8.1,TRUE,TRUE,active
hard-cover-spiral-notebook-a5,Hard Cover Spiral Notebook A5,"<p>Hard Cover Spiral Notebook A5 by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,FSMNA52QSB,FSMNA52QSB,200,,deny,manual,6.15,TRUE,TRUE,active
hard-cover-spiral-notebook-black,Hard Cover Spiral Notebook Black,"<p>Hard Cover Spiral Notebook Black by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019659196,6291019659196,200,,deny,manual,6.5,TRUE,TRUE,active
hard-cover-a5-notebook,Hard Cover A5 Notebook,"<p>Hard Cover A5 Notebook by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019759575,6291019759575,200,,deny,manual,7.0,TRUE,TRUE,active
spiral-hard-cover-note-a4,Spiral Hard Cover Note A4,"<p>Spiral Hard Cover Note A4 by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019351113,6291019351113,200,,deny,manual,8.0,TRUE,TRUE,active
water-color-with-brush,Water Color with Brush,"<p>Water Color with Brush by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023171007,6935023171007,200,,deny,manual,7.0,TRUE,TRUE,active
pp-neon-spiral-notebook,Pp Neon Spiral Notebook,"<p>Pp Neon Spiral Notebook by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019070106,6291019070106,200,,deny,manual,7.0,TRUE,TRUE,active
washi-tape-8884,Washi Tape 8884,"<p>Washi Tape 8884 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023188845,6935023188845,200,,deny,manual,2.5,TRUE,TRUE,active
pp-cover-notebook,Pp Cover Notebook,"<p>Pp Cover Notebook by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019759247,6291019759247,200,,deny,manual,8.0,TRUE,TRUE,active
washi-tape-8880,Washi Tape 8880,"<p>Washi Tape 8880 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023188807,6935023188807,200,,deny,manual,2.5,TRUE,TRUE,active
washi-tape-8883,Washi Tape 8883,"<p>Washi Tape 8883 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023188838,6935023188838,200,,deny,manual,2.5,TRUE,TRUE,active
washi-tape-8889,Washi Tape 8889,"<p>Washi Tape 8889 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023188890,6935023188890,200,,deny,manual,2.5,TRUE,TRUE,active
washi-tape-8881,Washi Tape 8881,"<p>Washi Tape 8881 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023188814,6935023188814,200,,deny,manual,2.5,TRUE,TRUE,active
hard-cover-a4-spiral-blue,Hard Cover A4 Spiral Blue,"<p>Hard Cover A4 Spiral Blue by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019217747,6291019217747,200,,deny,manual,11.0,TRUE,TRUE,active
stilo-highliter-neon,Stilo Highliter Neon,"<p>Stilo Highliter Neon by Stilo. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Stilo,Pens & Pencils,"Pens & Pencils, Highlighter, Stilo",TRUE,Title,Default Title,6941288786191,6941288786191,200,,deny,manual,2.5,TRUE,TRUE,active
white-glue-80ml,White Glue 80ML,"<p>White Glue 80ML by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Desk & Tools,"Desk & Tools, Whiteglue, Techno",TRUE,Title,Default Title,6935023158787,6935023158787,200,,deny,manual,4.0,TRUE,TRUE,active
white-glue-120-ml,White Glue 120 Ml,"<p>White Glue 120 Ml by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Desk & Tools,"Desk & Tools, Whiteglue, Techno",TRUE,Title,Default Title,6935023158794,6935023158794,200,,deny,manual,6.0,TRUE,TRUE,active
white-glue-40-ml,White Glue 40 Ml,"<p>White Glue 40 Ml by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Desk & Tools,"Desk & Tools, Whiteglue, Techno",TRUE,Title,Default Title,6935023158770,6935023158770,200,,deny,manual,2.0,TRUE,TRUE,active
punched-pocket,Punched Pocket,"<p>Punched Pocket by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Files & Folders,"Files & Folders, Folder, Techno",TRUE,Title,Default Title,16935023158906,16935023158906,200,,deny,manual,6.0,TRUE,TRUE,active
monami-calligraphy-pen,Monami Calligraphy Pen,"<p>Monami Calligraphy Pen by Monami. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Monami,Pens & Pencils,"Pens & Pencils, Pen, Monami",TRUE,Title,Default Title,8801067498456,8801067498456,200,,deny,manual,7.0,TRUE,TRUE,active
sticky-note-5148,Sticky Note 5148,"<p>Sticky Note 5148 by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickey Note, Techno",TRUE,Title,Default Title,6935023151481,6935023151481,200,,deny,manual,2.5,TRUE,TRUE,active
foamy-sun-star-clouds,Foamy Sun&star&clouds,"<p>Foamy Sun&star&clouds by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023150378,6935023150378,200,,deny,manual,4.0,TRUE,TRUE,active
goggly-eyes,Goggly Eyes,"<p>Goggly Eyes by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023150408,6935023150408,200,,deny,manual,6.0,TRUE,TRUE,active
magnifying-glass,Magnifying Glass,"<p>Magnifying Glass by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Learning & Activity,"Learning & Activity, Science, Techno",TRUE,Title,Default Title,6935023178525,6935023178525,200,,deny,manual,10.0,TRUE,TRUE,active
foamy-glitter,Foamy Glitter,"<p>Foamy Glitter by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023146227,6935023146227,200,,deny,manual,4.0,TRUE,TRUE,active
pipe-cleaner,Pipe Cleaner,"<p>Pipe Cleaner by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023146289,6935023146289,200,,deny,manual,4.0,TRUE,TRUE,active
zip-lock-a5,Zip Lock A5,"<p>Zip Lock A5 by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Files & Folders,"Files & Folders, Folder, Fis",TRUE,Title,Default Title,6291019241049,6291019241049,200,,deny,manual,1.5,TRUE,TRUE,active
magnifying-glass-small,Magnifying Glass Small,"<p>Magnifying Glass Small by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Learning & Activity,"Learning & Activity, Science, Techno",TRUE,Title,Default Title,6935023178501,6935023178501,200,,deny,manual,9.0,TRUE,TRUE,active
pipe-cleaner-glittery,Pipe Cleaner Glittery,"<p>Pipe Cleaner Glittery by Techno. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Techno,Art & Craft,"Art & Craft, Art&Craft, Techno",TRUE,Title,Default Title,6935023146302,6935023146302,200,,deny,manual,4.0,TRUE,TRUE,active
record-card-2-side-ruler-5x3-inch,Record Card 2 Side Ruler 5X3 Inch,"<p>Record Card 2 Side Ruler 5X3 Inch by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019132712,6291019132712,200,,deny,manual,8.0,TRUE,TRUE,active
magnet-mix-design,Magnet Mix Design,"<p>Magnet Mix Design. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Learning & Activity,"Learning & Activity, Science, Origin: China",TRUE,Title,Default Title,6945464642653,6945464642653,200,,deny,manual,24.5,TRUE,TRUE,active
modeling-clay,Modeling Clay,"<p>Modeling Clay by Dozen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Dozen,Art & Craft,"Art & Craft, Art&Craft, Dozen",TRUE,Title,Default Title,5062670848134,5062670848134,200,,deny,manual,5.0,TRUE,TRUE,active
record-card-2-side-ruler-6x4-inch,Record Card 2 Side Ruler 6X4 Inch,"<p>Record Card 2 Side Ruler 6X4 Inch by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019134822,6291019134822,200,,deny,manual,10.0,TRUE,TRUE,active
farm-animals-stickers,Farm Animals Stickers,"<p>Farm Animals Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019178338,6291019178338,200,,deny,manual,1.5,TRUE,TRUE,active
fruits-2-stickers,Fruits 2 Stickers,"<p>Fruits 2 Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019188832,6291019188832,200,,deny,manual,1.5,TRUE,TRUE,active
human-body-parts-stickers,Human Body Parts Stickers,"<p>Human Body Parts Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019491444,6291019491444,200,,deny,manual,1.5,TRUE,TRUE,active
learning-numbers-stickers,Learning Numbers Stickers,"<p>Learning Numbers Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019188856,6291019188856,200,,deny,manual,1.5,TRUE,TRUE,active
baby-animals-stickers,Baby Animals Stickers,"<p>Baby Animals Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019383695,6291019383695,200,,deny,manual,1.5,TRUE,TRUE,active
birds-1-stickers,Birds 1 Stickers,"<p>Birds 1 Stickers by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Fis",TRUE,Title,Default Title,6291019178352,6291019178352,200,,deny,manual,1.5,TRUE,TRUE,active
cute-kitty-ball-pen,Cute Kitty Ball Pen,"<p>Cute Kitty Ball Pen by Montex. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Montex,Pens & Pencils,"Pens & Pencils, Pen, Montex",TRUE,Title,Default Title,8901015137007,8901015137007,200,,deny,manual,5.0,TRUE,TRUE,active
slime-kit-3pcs-card,Slime Kit 3PCS Card,"<p>Slime Kit 3PCS Card by M.Y. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",M.Y,Art & Craft,"Art & Craft, Diy, M.Y",TRUE,Title,Default Title,6936596915036,6936596915036,200,,deny,manual,15.0,TRUE,TRUE,active
cutter-2501,Cutter 2501,"<p>Cutter 2501 by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Desk & Tools,"Desk & Tools, Cutter, Fis",TRUE,Title,Default Title,6291019731816,6291019731816,200,,deny,manual,7.5,TRUE,TRUE,active
cutter-18mm,Cutter 18MM,"<p>Cutter 18MM by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Desk & Tools,"Desk & Tools, Cutter, Fis",TRUE,Title,Default Title,6291019731861,6291019731861,200,,deny,manual,15.5,TRUE,TRUE,active
de-guang-stationery,De Guang Stationery,"<p>De Guang Stationery. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Files & Folders,"Files & Folders, Folder, Origin: China",TRUE,Title,Default Title,6935221850742,6935221850742,200,,deny,manual,12.0,TRUE,TRUE,active
kizuna-mppa-502,Kizuna MPPA-502,"<p>Kizuna MPPA-502 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907334444,8851907334444,200,,deny,manual,25.0,TRUE,TRUE,active
kizuna-mppa-503,Kizuna MPPA-503,"<p>Kizuna MPPA-503 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907334468,8851907334468,200,,deny,manual,25.0,TRUE,TRUE,active
elephant-mra-502,Elephant MRA-502,"<p>Elephant MRA-502 by Elephant. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Elephant,Notebooks & Books,"Notebooks & Books, Notebook, Elephant",TRUE,Title,Default Title,8851907315023,8851907315023,200,,deny,manual,17.5,TRUE,TRUE,active
notebook-a7,Notebook A7,"<p>Notebook A7 by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019759384,6291019759384,200,,deny,manual,3.25,TRUE,TRUE,active
notebook-a6-rainbow,Notebook A6 Rainbow,"<p>Notebook A6 Rainbow by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019759278,6291019759278,200,,deny,manual,5.25,TRUE,TRUE,active
notebook-a6-black,Notebook A6 Black,"<p>Notebook A6 Black by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Notebooks & Books,"Notebooks & Books, Notebook, Fis",TRUE,Title,Default Title,6291019665814,6291019665814,200,,deny,manual,10.0,TRUE,TRUE,active
paint-book-school,Paint Book School,"<p>Paint Book School by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Art & Craft,"Art & Craft, Coloring Activity, Fis",TRUE,Title,Default Title,6291019013677,6291019013677,200,,deny,manual,5.5,TRUE,TRUE,active
coloring-book-boat,Coloring Book Boat,"<p>Coloring Book Boat by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Art & Craft,"Art & Craft, Coloring Activity, Fis",TRUE,Title,Default Title,6291019299606,6291019299606,200,,deny,manual,5.5,TRUE,TRUE,active
coloring-book-16-pages,Coloring Book 16 Pages,"<p>Coloring Book 16 Pages by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Art & Craft,"Art & Craft, Coloring Activity, Fis",TRUE,Title,Default Title,6291019146405,6291019146405,200,,deny,manual,5.5,TRUE,TRUE,active
adel-soft-eraser,Adel Soft Eraser,"<p>Adel Soft Eraser by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Desk & Tools,"Desk & Tools, Eraser, Fis",TRUE,Title,Default Title,8681241123080,8681241123080,200,,deny,manual,2.5,TRUE,TRUE,active
coloring-book-the-uglu-duckling,Coloring Book the Uglu Duckling,"<p>Coloring Book the Uglu Duckling by Fis. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Fis,Art & Craft,"Art & Craft, Coloring Activity, Fis",TRUE,Title,Default Title,6291019250157,6291019250157,200,,deny,manual,4.25,TRUE,TRUE,active
